tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Sexo,Condição em relação à força de trabalho e condição de ocupação,Grupo de idade,valor_original,valor
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,50 a 54 anos,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,50 a 54 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,50 a 54 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,50 a 54 anos,2800.00,2800.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,50 a 54 anos,1900.00,1900.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,50 a 54 anos,1220.00,1220.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,50 a 54 anos,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,55 a 59 anos,1300.00,1300.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,55 a 59 anos,1200.00,1200.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,55 a 59 anos,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,55 a 59 anos,2500.00,2500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,55 a 59 anos,1800.00,1800.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,55 a 59 anos,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,55 a 59 anos,1500.00,1500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,55 a 59 anos,1800.00,1800.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,55 a 59 anos,2300.00,2300.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,55 a 59 anos,1500.00,1500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,55 a 59 anos,2212.00,2212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,55 a 59 anos,2600.00,2600.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,55 a 59 anos,1800.00,1800.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,55 a 59 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,55 a 59 anos,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,60 a 64 anos,1210.00,1210.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,60 a 64 anos,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,60 a 64 anos,2412.00,2412.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,60 a 64 anos,1700.00,1700.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,60 a 64 anos,1500.00,1500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,60 a 64 anos,1500.00,1500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,60 a 64 anos,1630.00,1630.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,60 a 64 anos,2040.00,2040.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,60 a 64 anos,1500.00,1500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,60 a 64 anos,2400.00,2400.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,60 a 64 anos,3000.00,3000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,60 a 64 anos,1600.00,1600.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,60 a 64 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,60 a 64 anos,1500.00,1500.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,65 anos ou mais,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,65 anos ou mais,2400.00,2400.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,65 anos ou mais,1230.00,1230.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,65 anos ou mais,1412.00,1412.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,65 anos ou mais,2000.00,2000.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,65 anos ou mais,1600.00,1600.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,65 anos ou mais,2400.00,2400.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,65 anos ou mais,2712.00,2712.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,65 anos ou mais,1350.00,1350.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,65 anos ou mais,1370.00,1370.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,65 anos ou mais,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,65 a 69 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,65 a 69 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,65 a 69 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,65 a 69 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,65 a 69 anos,1212.00,1212.0
10299,13503,Valor do rendimento nominal mediano mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,65 a 69 anos,1212.00,1212.0
